Run!	Chạy!
Tom showed Mary his stamp collection.	Tom cho Mary xem bộ sưu tập tem của anh ta.
Tom usually goes to bed at ten-forty.	Tom thường đi ngủ lúc 10 giờ 40.
Too much drinking will make you sick.	Uống nhiều quá sẽ bệnh.
We need to rack our brains some more.	Chúng ta cần phải động não hơn nữa
We think you're doing very well here.	Chúng tôi nghĩ bạn đang làm việc rất tốt ở đây.
We were very sleepy the next morning.	Buổi sáng hôm sau, chúng tôi rất buồn ngủ.
What do you think Tom's shoe size is?	Cậu nghĩ Tom đi giày cỡ bao nhiêu?
What do you want to talk to me about?	Bạn muốn nói chuyện với tôi về điều gì?
You can't always make everyone happy.	Bạn không thể lúc nào cũng làm hài lòng mọi người.
You did not come to school yesterday.	Hôm qua bạn không đi học.
You don't give up too easily, do you?	Bạn đã không bỏ cuộc dễ dàng quá, đúng không?
You don't have to go to school today.	Hôm nay cậu không phải đến trường.
You have been gone for so many years.	Bạn đã ra đi nhiều năm nay.
You have every right to be mad at me.	Bạn giận tôi là đúng.
You have every right to be mad at me.	Bạn có mọi lý do để giận tôi.
You want to see Tom again, don't you?	Bạn muốn gặp lại Tom, có phải không?
You'd better tell Tom not to do that.	Cậu nên khuyên Tom đừng làm việc đó.
Chances are the bill will be rejected.	Nhiều khả năng là dự luật sẽ bị bác bỏ.
Come and see me whenever you are free.	Đến gặp tôi bất cứ lúc nào bạn rảnh.
Do you sometimes study in the library?	Bạn có thỉnh thoảng ra thư viện học không?
Everyone has strengths and weaknesses.	Người nào cũng có cái hay và cái dở của họ.
Follow me and I will show you the way.	Đi theo tôi và tôi sẽ chỉ cho bạn đường đi.
Follow me and I will show you the way.	Đi theo tôi và tôi sẽ chỉ cho bạn cách.
Follow me and I will show you the way.	Đi theo tao rồi tao sẽ chỉ cho mày cách.
He encouraged his son to study harder.	Ông ta cổ vũ con trai mình học hành chăm chỉ hơn.
He was forced to return to Washington.	Anh ấy bị bắt buộc phải quay về Washington.
He's the projectionist at the theater.	Anh ta là người điểu khiển máy chiếu trong rạp hát.
Her words were like those of an angel.	Lời cô ta nói cứ như lời của một thiên thần.
How many times do I need to repeat it?	Tôi cần phải lặp lại điều này bao nhiêu lần nữa?
I am left with all the responsibility.	Cuối cùng tôi phải chịu toàn bộ trách nhiệm.
I could have killed you, but I didn't.	Tôi có thể giết cậu nhưng tôi đã không làm vậy.
I didn't know that Tom would say that.	Tôi không biết Tom sẽ nói thế.
I don't want anybody writing about me.	Tôi không muốn bất kỳ ai viết về tôi.
I have made up my mind to work harder.	Tôi đã quyết định làm việc chăm chỉ hơn.
I have made up my mind to work harder.	Tôi đã quyết định làm việc cực lực hơn.
I hope that I've done the right thing.	Tôi hy vọng mình đã làm điều đúng đắn.
I look forward to reading your report.	Tôi chờ đọc báo cáo của anh.
I passed up an opportunity to see him.	Tôi để vuột mất cơ hội gặp ông ấy.
I studied in Boston from 2003 to 2007.	Tôi học ở Boston từ năm 2003 đến năm 2007.
I thought we should start celebrating.	Tôi nghĩ chúng ta nên bắt đầu ăn mừng.
I want to borrow your car for an hour.	Tôi muốn mược xe của bạn trong vòng một giờ.
I want you to get a good night's rest.	Mình mong cậu có một đêm ngủ ngon.
I wonder if this is some sort of scam.	Tôi tự hỏi không biết đây có phải là một âm mưu gì không.
I've been looking for my keys all day.	Tôi đã tìm kiếm chùm chìa khoá của tôi cả ngày nay.
I've been waiting for her for an hour.	Cho đến giờ tôi đã đợi cô ta một tiếng đồng hồ.
Let's talk about this when I get home.	Hãy nói về chuyện này khi tôi về nhà.
Mary helped her mother prepare dinner.	Mary giúp mẹ cô ấy chuẩn bị bữa tối.
Mary used to dream about marrying Tom.	Mary từng mơ thấy việc kết hôn với Tom.
My grandfather is very hard to please.	Ông tôi rất khó chiều.
She couldn't come because he was sick.	Cô ấy không thể đến bởi vì anh ấy bệnh.
She introduced me to him at the party.	Cô ấy giới thiệu tôi cho hắn ở buổi tiệc.
She saw some books lying on the piano.	Cô ấy thấy vài cuốn sách nằm trên cây đàn dương cầm.
She was made to wait for over an hour.	Chị ấy bị bắt chờ hơn một tiếng đồng hồ.
Something terrible is going to happen.	Cái gì đó rất kinh khủng sắp xảy ra.
Something terrible is going to happen.	Cái gì đó rất kinh khủng sẽ xảy ra.
The book is now ready for publication.	Cuốn sách đã sẵn sàng để xuất bản rồi.
The bowl contains many kinds of candy.	Cái tô có rất nhiều loại kẹo.
The couple decided to adopt an orphan.	Cặp vợ chồng quyết định nhận một đứa con nuôi.
The crowd poured out through the gate.	Đám đông tràn qua cửa.
The gate is closed all the year round.	Cái cổng bị đóng cả năm trời nay.
The post office is near the bookstore.	Bưu điện ở gần hiệu sách.
There were fifty entries for the race.	Có 20 thí sinh trong cuộc cạnh tranh.
Tom and I have some catching up to do.	Tom và tớ có vài việc cần làm.
Tom asked Mary how much money she had.	Tom hỏi Mary có bao nhiêu tiền.
Tom asked Mary how much money she had.	Tom hỏi Mary rằng cô ấy có bao nhiêu tiền.
Tom gave Mary something cold to drink.	Tom đưa cho Mary nước gì đó mát để uống.
Tom is in the living room watching TV.	Tom đang xem ti-vi ở phòng khách.
Tom is in the living room watching TV.	Tom đang xem ti-vi trong phòng khách.
Tom is the one who was here last week.	Tom là người đã ở đây tuần trước.
Tom kicked the door closed behind him.	Tom đá cái cửa đang đóng ở phía sau
Tom knows he shouldn't have said that.	Tom biết rằng anh ấy không nên nói ra điều đó.
Tom says that he's never lied to Mary.	Tom nói rằng nó chưa bao giờ nói dối Mary.
We hoped we'd be able to win the game.	Chúng tôi hy vọng có thể thắng cuộc chơi.
We took a plane from Tokyo to Sapporo.	Chúng tôi đáp máy bay từ Tokyo đi Sapporo.
We took a plane from Tokyo to Sapporo.	Chúng tôi đi máy bay từ Tokyo đến Sapporo.
What makes you think we won't succeed?	Điều gì khiến bạn nghĩ rằng chúng ta sẽ không thành công?
What's preventing this from happening?	Điều gì khiến việc đó không xảy ra?
When he spoke, everyone became silent.	Khi anh ấy nói, mọi người bắt đầu im lặng.
Where do the airport buses leave from?	Xe buýt sân bay khởi hành từ đâu?
Would you like some of those pictures?	Bạn có muốn một vài bức hình đó không?
Would you like some of those pictures?	Bạn có muốn một vài bức tranh đó không?
Would you like some sugar in your tea?	Bạn có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	ông có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Các bạn có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Các ông có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Tụi bây có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Bọn mày có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Chúng mày có muốn thêm đường vào trà không?
You have to change trains at Shinjuku.	Bạn phải đổi tàu ở Shinjuku.
You shouldn't have eaten the fish raw.	Đáng lẽ bạn không nên ăn cá sống.
"I feel like playing cards." "So do I."	"Tôi muốn đánh bài." "Tôi cũng vậy."
All you have to do is press the button.	Tất cả những gì bạn phải làm là nhấn cái nút.
Are they paying you extra to work late?	Có phải họ trả thêm tiền cho bạn làm việc muộn?
Are you sure you want to be left alone?	Bạn có chắc là một ở lại một mình không.
Bill Gates is the founder of Microsoft.	Bill Gates là người sáng lập Microsoft.
Detroit is famous for its car industry.	Detroit nổi tiếng về ngành công nghiệp xe hơi.
Do you have anything else to say to me?	Cậu còn điều gì muốn nói nữa không?
Do you think you'd like to work for us?	Bạn có nghĩ là bạn làm việc với chúng tôi được không?
He had hoped to succeed, but he didn't.	Anh ta đã từng hy vọng sẽ thành công, nhưng điều đó không thành hiện thực.
He kept calm in the face of the danger.	Anh ấy giữ bình tĩnh khi đối mặt với nguy hiểm.
He left the room without saying a word.	Anh ta đã rời khỏi phòng mà không nói lời nào.
He was terribly poor when he was young.	Cậu ta rất nghèo lúc còn trẻ.
How do you pronounce "Wi-Fi" in French?	Bạn phát âm từ "WiFi" trong tiếng Pháp như thế nào?
I accept, but only under one condition.	Tôi chấp nhận, nhưng có một điều kiện.
I am not any more foolish than you are.	Tôi không ngu ngốc vì em nữa đâu.
I ate last night's leftovers for lunch.	Tôi đã ăn đồ tối qua cho bữa trưa.
I can get one of those any time I want.	Tôi có thể lấy một trong những cái đó bất kỳ khi nào tôi muốn.
I didn't understand what was happening.	Tôi không hiểu chuyện gì đã xảy ra.
I don't know anybody here in this town.	Tôi không biết bất cứ ai ở thị trấn này.
I don't know how much more I can stand.	Tôi không biết có thể chịu được thêm đến đâu.
I don't know where to go or what to do.	Tôi không biết nên đi đâu hay làm gì.
I don't want to hear your lame excuses.	Tôi không muốn nghe những lời biện hộ củ chuối của cậu.
I met a student from America yesterday.	Tôi từng gặp một học sinh đến từ Mĩ ngày hôm qua.
I still have to get rid of this carpet.	Tớ còn phải bỏ tấm thảm đi.
I was surprised that you won the prize.	Tôi đã bất ngờ khi thấy bạn thắng giải đấy.
I was waiting for the bus at that time.	Lúc đó tôi đang chờ xe buýt.
I will help him no matter what you say.	Tôi sẽ giúp anh ta bất kể bạn nói gì.
I'd like to give you a piece of advice.	Tôi muốn cho bạn một lời khuyên.
I'll take my umbrella in case it rains.	Tớ mang ô đề phòng trời mưa.
I'll take my umbrella in case it rains.	Tớ mang ô phòng trời mưa
I'll take my umbrella in case it rains.	Tớ mang ô nhỡ trời mưa.
I'll walk your dog for you if you like.	Tôi sẽ dắt chó của bạn đi dạo nếu bạn muốn.
I'm sorry if I made you feel unwelcome.	Tôi xin lỗi nếu làm bạn cảm thấy không được chào đón.
I'm sorry if I made you feel unwelcome.	Tôi xin lỗi nếu làm bạn cảm thấy không được hoan nghênh.
If you see Tom, please tell him for me.	Nếu bạn gặp Tom, hãy nói với nó giúp tôi.
If you see Tom, please tell him for me.	Nếu mày gặp Tom, làm ơn nói nó giùm tao.
If you see Tom, please tell him for me.	Nếu mày thấy Tom, làm ơn nói nó giùm tao.
If you see Tom, please tell him for me.	Nếu bạn thấy Tom, xin kể cho anh ấy giúp tôi.
In my opinion, soccer is a great sport.	Theo ý tôi, đá banh là môn thể thao tuyệt vời.
It is easy for me to solve the problem.	Quá dễ để tôi giải bài toán.
It is easy for me to solve the problem.	Quá dễ để tao giải bài toán.
